Departamento,Municipio,Año,IRCA,Nivel de riesgo,IRCAurbano,Nivel de riesgo urbano,IRCArural,Nivel de riesgo rural
Cundinamarca,San Juan de Rioseco,2023-01-01,12.3,Riesgo bajo,12.3,Riesgo bajo,12.0,Riesgo bajo
Cundinamarca,Sasaima,2008-01-01,10.6,Riesgo bajo,7.0,Riesgo bajo,21.4,Riesgo medio
Cundinamarca,Sasaima,2009-01-01,3.5,Sin riesgo,0.0,Sin riesgo,6.1,Riesgo bajo
Cundinamarca,Sasaima,2010-01-01,4.2,Sin riesgo,0.0,Sin riesgo,7.9,Riesgo bajo
Cundinamarca,Sasaima,2011-01-01,3.2,Sin riesgo,0.0,Sin riesgo,4.4,Sin riesgo
Cundinamarca,Sasaima,2012-01-01,4.3,Sin riesgo,3.1,Sin riesgo,5.3,Riesgo bajo
Cundinamarca,Sasaima,2013-01-01,4.1,Sin riesgo,0.0,Sin riesgo,6.7,Riesgo bajo
Cundinamarca,Sasaima,2014-01-01,7.1,Riesgo bajo,8.3,Riesgo bajo,6.1,Riesgo bajo
Cundinamarca,Sasaima,2015-01-01,12.1,Riesgo bajo,2.2,Sin riesgo,20.8,Riesgo medio
Cundinamarca,Sasaima,2016-01-01,4.2,Sin riesgo,0.0,Sin riesgo,7.1,Riesgo bajo
Cundinamarca,Sasaima,2017-01-01,6.9,Riesgo bajo,0.0,Sin riesgo,7.3,Riesgo bajo
Cundinamarca,Sasaima,2018-01-01,3.0,Sin riesgo,1.4,Sin riesgo,4.9,Sin riesgo
Cundinamarca,Sasaima,2019-01-01,2.8,Sin riesgo,4.7,Sin riesgo,0.4,Sin riesgo
Cundinamarca,Sasaima,2020-01-01,9.0,Riesgo bajo,0.0,Sin riesgo,18.0,Riesgo medio
Cundinamarca,Sasaima,2021-01-01,6.3,Riesgo bajo,9.9,Riesgo bajo,3.5,Sin riesgo
Cundinamarca,Sasaima,2022-01-01,3.7,Sin riesgo,1.4,Sin riesgo,5.6,Riesgo bajo
Cundinamarca,Sasaima,2023-01-01,7.6,Riesgo bajo,9.7,Riesgo bajo,5.3,Riesgo bajo
Cundinamarca,Sesquilé,2007-01-01,17.4,Riesgo medio,17.4,Riesgo medio,,ND
Cundinamarca,Sesquilé,2008-01-01,2.3,Sin riesgo,3.0,Sin riesgo,,ND
Cundinamarca,Sesquilé,2009-01-01,2.6,Sin riesgo,,ND,0.0,Sin riesgo
Cundinamarca,Sesquilé,2010-01-01,4.6,Sin riesgo,,ND,0.0,Sin riesgo
Cundinamarca,Sesquilé,2011-01-01,12.5,Riesgo bajo,,ND,10.8,Riesgo bajo
Cundinamarca,Sesquilé,2012-01-01,4.9,Sin riesgo,16.8,Riesgo medio,0.0,Sin riesgo
Cundinamarca,Sesquilé,2013-01-01,7.5,Riesgo bajo,,ND,0.0,Sin riesgo
Cundinamarca,Sesquilé,2014-01-01,8.8,Riesgo bajo,10.1,Riesgo bajo,0.0,Sin riesgo
Cundinamarca,Sesquilé,2015-01-01,2.9,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Sesquilé,2016-01-01,11.2,Riesgo bajo,,ND,,ND
Cundinamarca,Sesquilé,2017-01-01,17.1,Riesgo medio,,ND,,ND
Cundinamarca,Sesquilé,2018-01-01,7.8,Riesgo bajo,7.8,Riesgo bajo,,ND
Cundinamarca,Sesquilé,2019-01-01,11.1,Riesgo bajo,12.5,Riesgo bajo,9.7,Riesgo bajo
Cundinamarca,Sesquilé,2020-01-01,5.7,Riesgo bajo,0.0,Sin riesgo,17.2,Riesgo medio
Cundinamarca,Sesquilé,2021-01-01,8.5,Riesgo bajo,0.0,Sin riesgo,25.5,Riesgo medio
Cundinamarca,Sesquilé,2022-01-01,7.2,Riesgo bajo,2.8,Sin riesgo,16.8,Riesgo medio
Cundinamarca,Sesquilé,2023-01-01,9.4,Riesgo bajo,3.3,Sin riesgo,22.7,Riesgo medio
Cundinamarca,Sibaté,2007-01-01,7.4,Riesgo bajo,0.0,Sin riesgo,11.9,Riesgo bajo
Cundinamarca,Sibaté,2008-01-01,4.0,Sin riesgo,1.7,Sin riesgo,9.0,Riesgo bajo
Cundinamarca,Sibaté,2009-01-01,4.3,Sin riesgo,3.4,Sin riesgo,11.7,Riesgo bajo
Cundinamarca,Sibaté,2010-01-01,7.8,Riesgo bajo,6.4,Riesgo bajo,13.8,Riesgo bajo
Cundinamarca,Sibaté,2011-01-01,13.0,Riesgo bajo,4.0,Sin riesgo,19.1,Riesgo medio
Cundinamarca,Sibaté,2012-01-01,18.3,Riesgo medio,10.9,Riesgo bajo,23.6,Riesgo medio
Cundinamarca,Sibaté,2013-01-01,19.9,Riesgo medio,12.8,Riesgo bajo,25.9,Riesgo medio
Cundinamarca,Sibaté,2014-01-01,19.1,Riesgo medio,11.2,Riesgo bajo,26.3,Riesgo medio
Cundinamarca,Sibaté,2015-01-01,24.4,Riesgo medio,12.0,Riesgo bajo,38.8,Riesgo alto
Cundinamarca,Sibaté,2016-01-01,13.3,Riesgo bajo,12.0,Riesgo bajo,17.4,Riesgo medio
Cundinamarca,Sibaté,2017-01-01,13.4,Riesgo bajo,5.2,Riesgo bajo,24.1,Riesgo medio
Cundinamarca,Sibaté,2018-01-01,13.8,Riesgo bajo,6.4,Riesgo bajo,26.8,Riesgo medio
Cundinamarca,Sibaté,2019-01-01,13.9,Riesgo bajo,4.7,Sin riesgo,24.9,Riesgo medio
Cundinamarca,Sibaté,2020-01-01,28.6,Riesgo medio,0.0,Sin riesgo,40.9,Riesgo alto
Cundinamarca,Sibaté,2021-01-01,3.8,Sin riesgo,0.1,Sin riesgo,17.2,Riesgo medio
Cundinamarca,Sibaté,2022-01-01,8.6,Riesgo bajo,1.6,Sin riesgo,24.2,Riesgo medio
Cundinamarca,Sibaté,2023-01-01,1.9,Sin riesgo,0.1,Sin riesgo,7.7,Riesgo bajo
Cundinamarca,Silvania,2007-01-01,27.1,Riesgo medio,26.5,Riesgo medio,28.2,Riesgo medio
Cundinamarca,Silvania,2008-01-01,1.7,Sin riesgo,2.1,Sin riesgo,0.9,Sin riesgo
Cundinamarca,Silvania,2009-01-01,1.1,Sin riesgo,0.5,Sin riesgo,2.9,Sin riesgo
Cundinamarca,Silvania,2010-01-01,2.6,Sin riesgo,2.8,Sin riesgo,1.9,Sin riesgo
Cundinamarca,Silvania,2011-01-01,3.1,Sin riesgo,3.5,Sin riesgo,1.9,Sin riesgo
Cundinamarca,Silvania,2012-01-01,4.2,Sin riesgo,3.6,Sin riesgo,6.3,Riesgo bajo
Cundinamarca,Silvania,2013-01-01,3.6,Sin riesgo,3.7,Sin riesgo,0.5,Sin riesgo
Cundinamarca,Silvania,2014-01-01,3.2,Sin riesgo,2.9,Sin riesgo,1.1,Sin riesgo
Cundinamarca,Silvania,2015-01-01,11.5,Riesgo bajo,10.2,Riesgo bajo,60.4,Riesgo alto
Cundinamarca,Silvania,2016-01-01,16.2,Riesgo medio,3.7,Sin riesgo,16.5,Riesgo medio
Cundinamarca,Silvania,2017-01-01,22.0,Riesgo medio,15.7,Riesgo medio,,ND
Cundinamarca,Silvania,2018-01-01,18.1,Riesgo medio,12.7,Riesgo bajo,26.8,Riesgo medio
Cundinamarca,Silvania,2019-01-01,26.5,Riesgo medio,2.2,Sin riesgo,53.8,Riesgo alto
Cundinamarca,Silvania,2020-01-01,26.2,Riesgo medio,0.6,Sin riesgo,45.3,Riesgo alto
Cundinamarca,Silvania,2021-01-01,14.7,Riesgo medio,3.6,Sin riesgo,53.5,Riesgo alto
Cundinamarca,Silvania,2022-01-01,10.3,Riesgo bajo,0.0,Sin riesgo,41.2,Riesgo alto
Cundinamarca,Silvania,2023-01-01,9.7,Riesgo bajo,2.1,Sin riesgo,37.6,Riesgo alto
Cundinamarca,Simijaca,2007-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Cundinamarca,Simijaca,2008-01-01,9.5,Riesgo bajo,13.7,Riesgo bajo,5.3,Riesgo bajo
Cundinamarca,Simijaca,2009-01-01,1.0,Sin riesgo,1.1,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Simijaca,2010-01-01,1.4,Sin riesgo,1.1,Sin riesgo,,ND
Cundinamarca,Simijaca,2011-01-01,7.8,Riesgo bajo,10.1,Riesgo bajo,,ND
Cundinamarca,Simijaca,2012-01-01,22.3,Riesgo medio,18.4,Riesgo medio,,ND
Cundinamarca,Simijaca,2013-01-01,6.1,Riesgo bajo,4.8,Sin riesgo,8.4,Riesgo bajo
Cundinamarca,Simijaca,2014-01-01,8.6,Riesgo bajo,11.9,Riesgo bajo,,ND
Cundinamarca,Simijaca,2015-01-01,2.4,Sin riesgo,5.5,Riesgo bajo,0.0,Sin riesgo
Cundinamarca,Simijaca,2016-01-01,4.2,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Simijaca,2017-01-01,3.4,Sin riesgo,8.1,Riesgo bajo,0.0,Sin riesgo
Cundinamarca,Simijaca,2018-01-01,5.7,Riesgo bajo,7.6,Riesgo bajo,4.0,Sin riesgo
Cundinamarca,Simijaca,2019-01-01,5.5,Riesgo bajo,7.4,Riesgo bajo,0.0,Sin riesgo
Cundinamarca,Simijaca,2020-01-01,12.0,Riesgo bajo,7.2,Riesgo bajo,18.5,Riesgo medio
Cundinamarca,Simijaca,2021-01-01,10.1,Riesgo bajo,9.4,Riesgo bajo,11.8,Riesgo bajo
Cundinamarca,Simijaca,2022-01-01,6.9,Riesgo bajo,6.2,Riesgo bajo,9.2,Riesgo bajo
Cundinamarca,Simijaca,2023-01-01,8.8,Riesgo bajo,8.7,Riesgo bajo,9.2,Riesgo bajo
Cundinamarca,Soacha,2007-01-01,3.5,Sin riesgo,3.4,Sin riesgo,6.5,Riesgo bajo
Cundinamarca,Soacha,2008-01-01,7.2,Riesgo bajo,7.2,Riesgo bajo,,ND
Cundinamarca,Soacha,2009-01-01,1.1,Sin riesgo,0.5,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Soacha,2010-01-01,1.7,Sin riesgo,3.1,Sin riesgo,2.9,Sin riesgo
Cundinamarca,Soacha,2011-01-01,1.9,Sin riesgo,1.7,Sin riesgo,3.2,Sin riesgo
Cundinamarca,Soacha,2012-01-01,2.2,Sin riesgo,0.6,Sin riesgo,4.5,Sin riesgo
Cundinamarca,Soacha,2013-01-01,1.4,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Soacha,2014-01-01,0.4,Sin riesgo,0.6,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Soacha,2015-01-01,1.1,Sin riesgo,0.7,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Soacha,2016-01-01,0.9,Sin riesgo,1.0,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Soacha,2017-01-01,2.1,Sin riesgo,2.8,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Soacha,2018-01-01,1.3,Sin riesgo,0.7,Sin riesgo,7.9,Riesgo bajo
Cundinamarca,Soacha,2019-01-01,2.1,Sin riesgo,1.7,Sin riesgo,7.0,Riesgo bajo
Cundinamarca,Soacha,2020-01-01,1.8,Sin riesgo,0.8,Sin riesgo,12.8,Riesgo bajo
Cundinamarca,Soacha,2021-01-01,1.8,Sin riesgo,1.5,Sin riesgo,6.8,Riesgo bajo
Cundinamarca,Soacha,2022-01-01,0.8,Sin riesgo,0.3,Sin riesgo,7.4,Riesgo bajo
Cundinamarca,Soacha,2023-01-01,2.5,Sin riesgo,1.7,Sin riesgo,9.7,Riesgo bajo
Cundinamarca,Sopó,2007-01-01,5.9,Riesgo bajo,5.9,Riesgo bajo,,ND
Cundinamarca,Sopó,2008-01-01,0.4,Sin riesgo,0.2,Sin riesgo,0.7,Sin riesgo
Cundinamarca,Sopó,2009-01-01,1.8,Sin riesgo,0.8,Sin riesgo,6.0,Riesgo bajo
Cundinamarca,Sopó,2010-01-01,1.9,Sin riesgo,1.0,Sin riesgo,5.4,Riesgo bajo
Cundinamarca,Sopó,2011-01-01,1.6,Sin riesgo,1.7,Sin riesgo,1.4,Sin riesgo
Cundinamarca,Sopó,2012-01-01,2.6,Sin riesgo,0.4,Sin riesgo,0.4,Sin riesgo
Cundinamarca,Sopó,2013-01-01,0.7,Sin riesgo,0.3,Sin riesgo,2.6,Sin riesgo
Cundinamarca,Sopó,2014-01-01,0.1,Sin riesgo,0.2,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Sopó,2015-01-01,0.0,Sin riesgo,0.1,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Sopó,2016-01-01,4.4,Sin riesgo,1.1,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Sopó,2017-01-01,16.8,Riesgo medio,0.2,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Sopó,2018-01-01,15.1,Riesgo medio,19.5,Riesgo medio,9.7,Riesgo bajo
Cundinamarca,Sopó,2019-01-01,17.5,Riesgo medio,11.3,Riesgo bajo,22.6,Riesgo medio
Cundinamarca,Sopó,2020-01-01,11.1,Riesgo bajo,0.0,Sin riesgo,15.7,Riesgo medio
Cundinamarca,Sopó,2021-01-01,4.6,Sin riesgo,0.1,Sin riesgo,7.4,Riesgo bajo
Cundinamarca,Sopó,2022-01-01,10.2,Riesgo bajo,2.5,Sin riesgo,14.8,Riesgo medio
Cundinamarca,Sopó,2023-01-01,8.3,Riesgo bajo,0.7,Sin riesgo,14.5,Riesgo medio
Cundinamarca,Subachoque,2007-01-01,7.1,Riesgo bajo,7.1,Riesgo bajo,,ND
Cundinamarca,Subachoque,2008-01-01,1.4,Sin riesgo,1.5,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Subachoque,2009-01-01,4.2,Sin riesgo,4.2,Sin riesgo,,ND
Cundinamarca,Subachoque,2010-01-01,1.6,Sin riesgo,0.6,Sin riesgo,5.6,Riesgo bajo
Cundinamarca,Subachoque,2011-01-01,0.3,Sin riesgo,0.4,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Subachoque,2012-01-01,0.8,Sin riesgo,0.7,Sin riesgo,1.7,Sin riesgo
Cundinamarca,Subachoque,2013-01-01,1.8,Sin riesgo,2.9,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Subachoque,2014-01-01,3.6,Sin riesgo,2.5,Sin riesgo,8.4,Riesgo bajo
Huila,Yaguará,2024-01-01,1.9,Sin riesgo,1.9,Sin riesgo,,ND
Cundinamarca,Subachoque,2015-01-01,7.2,Riesgo bajo,8.3,Riesgo bajo,,ND
Cundinamarca,Subachoque,2016-01-01,8.5,Riesgo bajo,9.6,Riesgo bajo,,ND
Cundinamarca,Subachoque,2017-01-01,5.9,Riesgo bajo,5.3,Riesgo bajo,,ND
Cundinamarca,Subachoque,2018-01-01,8.6,Riesgo bajo,2.3,Sin riesgo,12.8,Riesgo bajo
Cundinamarca,Subachoque,2019-01-01,8.8,Riesgo bajo,0.9,Sin riesgo,10.4,Riesgo bajo
Cundinamarca,Subachoque,2020-01-01,4.2,Sin riesgo,2.5,Sin riesgo,5.1,Riesgo bajo
Cundinamarca,Subachoque,2021-01-01,1.1,Sin riesgo,0.6,Sin riesgo,1.3,Sin riesgo
Cundinamarca,Subachoque,2022-01-01,2.6,Sin riesgo,6.9,Riesgo bajo,1.0,Sin riesgo
Cundinamarca,Subachoque,2023-01-01,3.5,Sin riesgo,4.2,Sin riesgo,3.2,Sin riesgo
Cundinamarca,Suesca,2008-01-01,5.7,Riesgo bajo,5.7,Riesgo bajo,,ND
Cundinamarca,Suesca,2009-01-01,2.3,Sin riesgo,3.0,Sin riesgo,,ND
Cundinamarca,Suesca,2010-01-01,3.2,Sin riesgo,3.3,Sin riesgo,,ND
Cundinamarca,Suesca,2011-01-01,17.5,Riesgo medio,8.0,Riesgo bajo,39.1,Riesgo alto
Cundinamarca,Suesca,2012-01-01,23.8,Riesgo medio,2.8,Sin riesgo,35.4,Riesgo alto
Cundinamarca,Suesca,2013-01-01,30.2,Riesgo medio,18.0,Riesgo medio,31.3,Riesgo medio
Cundinamarca,Suesca,2014-01-01,20.3,Riesgo medio,13.7,Riesgo bajo,15.3,Riesgo medio
Cundinamarca,Suesca,2015-01-01,23.0,Riesgo medio,8.7,Riesgo bajo,37.2,Riesgo alto
Cundinamarca,Suesca,2016-01-01,19.0,Riesgo medio,4.9,Sin riesgo,23.6,Riesgo medio
Cundinamarca,Suesca,2017-01-01,32.1,Riesgo medio,29.6,Riesgo medio,40.6,Riesgo alto
Cundinamarca,Suesca,2018-01-01,18.9,Riesgo medio,1.4,Sin riesgo,25.5,Riesgo medio
Cundinamarca,Suesca,2019-01-01,11.4,Riesgo bajo,2.5,Sin riesgo,17.1,Riesgo medio
Cundinamarca,Suesca,2020-01-01,7.7,Riesgo bajo,0.6,Sin riesgo,13.4,Riesgo bajo
Cundinamarca,Suesca,2021-01-01,2.5,Sin riesgo,0.1,Sin riesgo,4.8,Sin riesgo
Cundinamarca,Suesca,2022-01-01,7.8,Riesgo bajo,9.0,Riesgo bajo,6.9,Riesgo bajo
Cundinamarca,Suesca,2023-01-01,8.8,Riesgo bajo,0.3,Sin riesgo,13.3,Riesgo bajo
Cundinamarca,Supatá,2008-01-01,10.7,Riesgo bajo,10.7,Riesgo bajo,,ND
Cundinamarca,Supatá,2009-01-01,14.2,Riesgo medio,15.2,Riesgo medio,,ND
Cundinamarca,Supatá,2010-01-01,7.7,Riesgo bajo,3.4,Sin riesgo,11.3,Riesgo bajo
Cundinamarca,Supatá,2011-01-01,35.2,Riesgo alto,25.1,Riesgo medio,39.8,Riesgo alto
Cundinamarca,Supatá,2012-01-01,12.6,Riesgo bajo,14.3,Riesgo medio,13.6,Riesgo bajo
Cundinamarca,Supatá,2013-01-01,7.8,Riesgo bajo,1.7,Sin riesgo,8.4,Riesgo bajo
Cundinamarca,Supatá,2014-01-01,3.3,Sin riesgo,2.1,Sin riesgo,4.4,Sin riesgo
Cundinamarca,Supatá,2015-01-01,7.9,Riesgo bajo,19.0,Riesgo medio,6.1,Riesgo bajo
Cundinamarca,Supatá,2016-01-01,2.0,Sin riesgo,5.2,Riesgo bajo,0.6,Sin riesgo
Cundinamarca,Supatá,2017-01-01,1.9,Sin riesgo,5.2,Riesgo bajo,0.2,Sin riesgo
Cundinamarca,Supatá,2018-01-01,6.5,Riesgo bajo,9.7,Riesgo bajo,3.2,Sin riesgo
Cundinamarca,Supatá,2019-01-01,0.4,Sin riesgo,0.6,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Supatá,2020-01-01,4.9,Sin riesgo,0.0,Sin riesgo,5.3,Riesgo bajo
Cundinamarca,Supatá,2021-01-01,8.6,Riesgo bajo,14.6,Riesgo medio,2.7,Sin riesgo
Cundinamarca,Supatá,2022-01-01,4.3,Sin riesgo,2.2,Sin riesgo,9.0,Riesgo bajo
Cundinamarca,Supatá,2023-01-01,0.3,Sin riesgo,0.2,Sin riesgo,0.3,Sin riesgo
Cundinamarca,Susa,2007-01-01,8.7,Riesgo bajo,8.7,Riesgo bajo,,ND
Cundinamarca,Susa,2008-01-01,60.7,Riesgo alto,60.7,Riesgo alto,,ND
Cundinamarca,Susa,2009-01-01,14.2,Riesgo medio,14.2,Riesgo medio,,ND
Cundinamarca,Susa,2010-01-01,5.1,Riesgo bajo,5.4,Riesgo bajo,,ND
Cundinamarca,Susa,2011-01-01,4.3,Sin riesgo,4.8,Sin riesgo,,ND
Cundinamarca,Susa,2012-01-01,0.8,Sin riesgo,1.0,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Susa,2013-01-01,3.2,Sin riesgo,7.7,Riesgo bajo,0.0,Sin riesgo
Cundinamarca,Susa,2014-01-01,8.6,Riesgo bajo,10.0,Riesgo bajo,0.0,Sin riesgo
Cundinamarca,Susa,2015-01-01,5.6,Riesgo bajo,4.1,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Susa,2016-01-01,2.6,Sin riesgo,0.5,Sin riesgo,0.8,Sin riesgo
Cundinamarca,Susa,2017-01-01,15.2,Riesgo medio,,ND,,ND
Cundinamarca,Susa,2018-01-01,8.5,Riesgo bajo,11.1,Riesgo bajo,0.0,Sin riesgo
Cundinamarca,Susa,2019-01-01,6.2,Riesgo bajo,7.7,Riesgo bajo,0.9,Sin riesgo
Cundinamarca,Susa,2020-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Cundinamarca,Susa,2021-01-01,8.8,Riesgo bajo,8.8,Riesgo bajo,,ND
Cundinamarca,Susa,2022-01-01,11.3,Riesgo bajo,11.3,Riesgo bajo,,ND
Cundinamarca,Susa,2023-01-01,5.8,Riesgo bajo,5.8,Riesgo bajo,,ND
Cundinamarca,Sutatausa,2007-01-01,3.5,Sin riesgo,3.5,Sin riesgo,,ND
Cundinamarca,Sutatausa,2008-01-01,10.1,Riesgo bajo,10.1,Riesgo bajo,,ND
Cundinamarca,Sutatausa,2009-01-01,10.4,Riesgo bajo,10.9,Riesgo bajo,8.6,Riesgo bajo
Cundinamarca,Sutatausa,2010-01-01,9.7,Riesgo bajo,10.1,Riesgo bajo,8.5,Riesgo bajo
Cundinamarca,Sutatausa,2011-01-01,11.2,Riesgo bajo,12.7,Riesgo bajo,7.2,Riesgo bajo
Cundinamarca,Sutatausa,2012-01-01,10.6,Riesgo bajo,11.6,Riesgo bajo,7.8,Riesgo bajo
Cundinamarca,Sutatausa,2013-01-01,3.0,Sin riesgo,2.1,Sin riesgo,5.6,Riesgo bajo
Cundinamarca,Sutatausa,2014-01-01,1.7,Sin riesgo,1.9,Sin riesgo,1.1,Sin riesgo
Cundinamarca,Sutatausa,2015-01-01,4.5,Sin riesgo,6.7,Riesgo bajo,0.0,Sin riesgo
Cundinamarca,Sutatausa,2016-01-01,16.9,Riesgo medio,7.7,Riesgo bajo,9.6,Riesgo bajo
Cundinamarca,Sutatausa,2017-01-01,11.9,Riesgo bajo,2.9,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Sutatausa,2018-01-01,6.0,Riesgo bajo,8.1,Riesgo bajo,2.9,Sin riesgo
Cundinamarca,Sutatausa,2019-01-01,4.8,Sin riesgo,3.1,Sin riesgo,9.7,Riesgo bajo
Cundinamarca,Sutatausa,2020-01-01,4.8,Sin riesgo,4.5,Sin riesgo,6.0,Riesgo bajo
Cundinamarca,Sutatausa,2021-01-01,3.1,Sin riesgo,0.6,Sin riesgo,4.7,Sin riesgo
Cundinamarca,Sutatausa,2022-01-01,3.9,Sin riesgo,0.0,Sin riesgo,7.7,Riesgo bajo
Cundinamarca,Sutatausa,2023-01-01,8.6,Riesgo bajo,10.4,Riesgo bajo,7.0,Riesgo bajo
Cundinamarca,Tabio,2007-01-01,17.5,Riesgo medio,17.5,Riesgo medio,,ND
Cundinamarca,Tabio,2008-01-01,10.6,Riesgo bajo,10.6,Riesgo bajo,,ND
Cundinamarca,Tabio,2009-01-01,4.9,Sin riesgo,6.4,Riesgo bajo,0.0,Sin riesgo
Cundinamarca,Tabio,2010-01-01,3.5,Sin riesgo,5.0,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Tabio,2011-01-01,16.6,Riesgo medio,1.9,Sin riesgo,23.4,Riesgo medio
Cundinamarca,Tabio,2012-01-01,21.3,Riesgo medio,8.4,Riesgo bajo,36.9,Riesgo alto
Cundinamarca,Tabio,2013-01-01,11.2,Riesgo bajo,8.4,Riesgo bajo,9.5,Riesgo bajo
Cundinamarca,Tabio,2014-01-01,12.4,Riesgo bajo,9.5,Riesgo bajo,10.3,Riesgo bajo
Cundinamarca,Tabio,2015-01-01,9.4,Riesgo bajo,0.0,Sin riesgo,12.2,Riesgo bajo
Cundinamarca,Tabio,2016-01-01,8.1,Riesgo bajo,0.0,Sin riesgo,19.7,Riesgo medio
Cundinamarca,Tabio,2017-01-01,13.7,Riesgo bajo,,ND,18.7,Riesgo medio
Cundinamarca,Tabio,2018-01-01,6.5,Riesgo bajo,1.7,Sin riesgo,8.2,Riesgo bajo
Cundinamarca,Tabio,2019-01-01,7.8,Riesgo bajo,11.4,Riesgo bajo,0.4,Sin riesgo
Cundinamarca,Tabio,2020-01-01,6.0,Riesgo bajo,9.0,Riesgo bajo,0.0,Sin riesgo
Cundinamarca,Tabio,2021-01-01,2.5,Sin riesgo,3.1,Sin riesgo,2.1,Sin riesgo
Cundinamarca,Tabio,2022-01-01,2.7,Sin riesgo,4.0,Sin riesgo,1.3,Sin riesgo
Cundinamarca,Tabio,2023-01-01,2.7,Sin riesgo,4.5,Sin riesgo,1.7,Sin riesgo
Cundinamarca,Tausa,2007-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Cundinamarca,Tausa,2008-01-01,5.9,Riesgo bajo,5.9,Riesgo bajo,,ND
Cundinamarca,Tausa,2009-01-01,7.3,Riesgo bajo,0.0,Sin riesgo,,ND
Cundinamarca,Tausa,2010-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Cundinamarca,Tausa,2011-01-01,4.2,Sin riesgo,0.4,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Tausa,2012-01-01,3.4,Sin riesgo,3.1,Sin riesgo,6.7,Riesgo bajo
Cundinamarca,Tausa,2013-01-01,1.2,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Tausa,2014-01-01,1.0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Tausa,2015-01-01,3.0,Sin riesgo,4.9,Sin riesgo,0.5,Sin riesgo
Cundinamarca,Tausa,2016-01-01,2.9,Sin riesgo,3.3,Sin riesgo,4.9,Sin riesgo
Cundinamarca,Tausa,2017-01-01,19.3,Riesgo medio,0.0,Sin riesgo,4.6,Sin riesgo
Cundinamarca,Tausa,2018-01-01,18.1,Riesgo medio,2.7,Sin riesgo,30.0,Riesgo medio
Cundinamarca,Tausa,2019-01-01,11.8,Riesgo bajo,0.0,Sin riesgo,13.8,Riesgo bajo
Cundinamarca,Tausa,2020-01-01,0.0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Cundinamarca,Tausa,2021-01-01,2.3,Sin riesgo,1.8,Sin riesgo,3.1,Sin riesgo
Cundinamarca,Tausa,2022-01-01,6.1,Riesgo bajo,4.0,Sin riesgo,10.8,Riesgo bajo
Cundinamarca,Tausa,2023-01-01,8.0,Riesgo bajo,9.1,Riesgo bajo,4.5,Sin riesgo
Cundinamarca,Tena,2007-01-01,35.3,Riesgo alto,35.3,Riesgo alto,,ND
Cundinamarca,Tena,2009-01-01,7.6,Riesgo bajo,4.7,Sin riesgo,16.1,Riesgo medio
Cundinamarca,Tena,2010-01-01,18.2,Riesgo medio,24.2,Riesgo medio,5.6,Riesgo bajo
Cundinamarca,Tena,2011-01-01,24.9,Riesgo medio,33.8,Riesgo medio,13.1,Riesgo bajo
Cundinamarca,Tena,2012-01-01,14.9,Riesgo medio,15.8,Riesgo medio,10.3,Riesgo bajo
Cundinamarca,Tena,2013-01-01,14.1,Riesgo medio,11.0,Riesgo bajo,19.2,Riesgo medio
Cundinamarca,Tena,2014-01-01,12.1,Riesgo bajo,10.2,Riesgo bajo,19.0,Riesgo medio
Cundinamarca,Tena,2015-01-01,11.0,Riesgo bajo,13.0,Riesgo bajo,4.6,Sin riesgo
Cundinamarca,Tena,2016-01-01,14.9,Riesgo medio,17.5,Riesgo medio,19.3,Riesgo medio
Cundinamarca,Tena,2017-01-01,27.4,Riesgo medio,42.6,Riesgo alto,27.6,Riesgo medio
Cundinamarca,Tena,2018-01-01,20.8,Riesgo medio,23.1,Riesgo medio,15.0,Riesgo medio
Cundinamarca,Tena,2019-01-01,26.0,Riesgo medio,13.5,Riesgo bajo,33.3,Riesgo medio
